bm_fname;llcrnrlat;llcrnrlon;resolution;urcrnrlat;urcrnrlon;FileNotPresent
./cache/642d317b-5b78-46a6-b5a1-68183f19248f.pickle;37.596035480499275;5.468901634216309;f;75.57448148727417;78.48091983795166;0.0
./cache/4919bee3-c1f3-4a3b-910d-917a004c9e21.pickle;48.5499275;21.751916;c;61.77415250000001;40.845704;
